,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
531,6,50,4,2.1,3,0,0,1,1,1,1
532,37,39,2,2.8,1,113,0,0,1,1,1
533,2,101,1,1.9,1,0,0,0,0,0,0
534,28,41,2,0.6,3,0,0,1,0,0,0
535,25,132,1,0.3,1,0,0,0,0,1,0
536,2,43,3,2.4,2,176,0,0,0,1,0
537,20,131,1,4.9,3,0,1,0,0,1,0
538,5,11,1,0.4,2,76,0,0,0,0,1
539,32,21,1,0.3,3,117,0,0,0,0,0
540,2,109,4,2.3,3,314,0,0,0,1,0
541,6,141,2,4.333333333333333,1,0,0,0,0,0,0
542,14,81,3,0.1,1,0,0,0,0,1,0
543,38,54,3,2.4,1,90,0,0,0,0,1
544,10,164,2,7.8,1,0,0,0,0,1,0
545,19,28,4,0.3,1,87,0,0,0,0,0
546,2,68,3,2.6,3,203,0,1,0,0,0
547,14,44,3,2.0,3,180,0,1,1,1,1
548,23,61,1,1.4,3,0,0,0,0,1,1
549,36,35,3,1.3,2,0,0,0,0,0,1
550,34,54,3,0.3,2,0,0,0,0,1,1
551,34,14,1,0.1,1,0,0,0,0,1,1
552,3,52,4,2.2,1,230,0,0,0,1,0
553,28,101,2,0.3,1,0,0,0,0,0,0
554,2,149,2,7.2,1,0,0,0,0,1,0
555,8,35,4,0.8,1,137,0,0,1,1,1
556,34,21,3,0.3,3,129,0,0,0,1,0
557,15,118,2,1.9,1,0,0,0,0,0,1
558,5,38,4,2.0,2,0,0,1,0,0,0
559,25,24,4,0.2,1,138,0,0,0,1,0
560,18,59,1,3.7,3,0,0,0,0,1,0
561,33,41,4,1.6666666666666667,3,0,0,0,0,1,0
562,3,85,1,0.8,2,0,0,0,0,1,1
563,27,12,4,1.0,1,0,0,0,0,1,0
564,7,32,1,0.6,3,152,0,0,0,0,0
565,29,79,3,0.8,1,0,0,0,0,1,0
566,28,175,3,3.6,3,0,1,0,1,1,1
567,8,28,3,0.9,1,0,0,0,0,0,0
568,9,41,2,0.1,1,161,0,0,0,1,1
569,14,70,3,2.1,1,185,0,0,0,0,0
570,25,161,3,6.5,2,485,1,1,1,0,0
571,9,53,4,2.2,2,0,0,0,0,1,0
572,15,128,1,3.4,1,0,0,0,0,0,0
573,28,50,3,1.0,2,0,0,0,0,1,1
574,5,80,2,2.0,2,0,0,0,0,1,1
575,30,93,1,2.7,2,0,0,0,0,1,0
576,2,48,3,0.3,3,0,0,0,0,0,1
577,28,149,2,6.8,1,0,0,0,0,1,0
578,19,49,3,2.5,2,0,0,0,0,1,1
579,33,88,1,2.7,2,0,0,0,0,1,0
580,22,22,4,0.4,3,0,0,0,0,1,1
581,3,55,4,2.2,1,0,0,0,0,1,1
582,18,72,1,0.7,3,155,0,0,0,0,0
583,1,38,2,1.7,2,0,0,0,0,1,0
584,16,114,1,3.4,1,300,0,0,0,1,0
585,4,83,4,4.0,3,0,0,0,0,1,0
586,14,101,2,0.4,1,0,0,0,0,1,1
587,24,94,1,4.9,1,272,0,0,0,1,0
588,17,40,2,2.5,1,0,0,0,1,1,1
589,7,128,1,6.0,1,0,0,0,0,0,0
590,3,39,4,2.1,3,0,0,0,0,1,0
591,5,51,1,1.0,1,0,0,0,0,1,0
592,20,79,4,2.0,3,0,0,1,1,1,1
593,7,48,4,2.2,2,0,0,0,0,1,0
594,26,85,1,0.0,1,144,0,0,0,0,0
595,18,41,1,1.8,1,94,0,0,0,1,0
596,22,152,1,3.5,3,0,1,0,0,1,0
597,1,125,2,7.2,1,0,0,1,0,0,1
598,31,11,2,0.2,3,90,0,0,0,0,0
599,4,103,2,2.5,1,0,0,0,0,1,1
600,30,141,2,0.5,1,0,0,0,0,1,0
601,32,38,1,1.4,1,0,0,0,0,1,1
602,5,135,2,0.6,1,0,0,0,0,0,0
603,38,28,2,0.5,2,89,0,0,0,1,0
604,3,70,4,2.2,1,240,0,0,0,0,1
605,31,41,1,0.2,1,0,0,0,0,1,1
606,8,81,3,0.9,2,208,0,0,0,1,0
607,3,170,1,0.1,3,0,1,0,0,0,0
608,2,55,4,1.7,2,0,0,0,0,1,0
609,11,24,4,1.5,3,0,0,0,0,0,0
610,28,81,3,1.8,2,275,0,0,0,0,0
611,23,32,4,1.8,1,83,0,0,0,0,0
612,40,129,1,1.3,1,0,0,0,0,1,1
613,35,108,1,0.9,1,0,0,1,0,0,0
614,12,180,1,8.6,1,0,0,0,0,1,1
615,37,139,2,6.9,1,0,0,0,0,0,0
616,14,33,2,1.4,3,0,0,0,0,1,1
617,20,74,4,2.6,3,0,0,0,0,1,0
618,37,42,2,0.7,3,115,0,0,0,1,0
619,27,73,1,3.0,3,0,0,0,0,0,0
620,8,115,4,2.9,2,0,1,0,0,1,0
621,17,114,2,1.8,2,0,0,0,0,1,0
622,17,92,2,1.9,1,131,0,0,0,1,0
623,19,34,1,0.3,3,78,0,0,0,1,0
624,6,54,2,1.6666666666666667,2,122,0,0,0,1,0
625,28,64,2,1.0,3,211,0,0,0,1,0
626,6,42,1,0.2,3,100,0,0,0,0,1
627,19,70,3,2.1,1,0,0,0,0,1,0
628,24,51,1,1.3,2,0,0,0,0,0,0
629,19,71,4,2.9,1,218,0,0,1,1,1
630,7,35,3,1.3,1,108,0,0,0,0,1
631,18,40,3,1.0,2,0,0,0,0,1,0
632,32,165,4,2.7,3,0,1,0,0,1,0
633,31,18,1,1.5,3,0,0,0,0,1,1
634,31,32,3,1.4,1,0,0,1,1,1,1
635,35,35,3,0.2,1,169,0,0,0,1,0
636,16,120,2,6.1,1,196,0,0,0,1,0
637,28,31,4,0.1,3,0,0,0,0,1,0
638,16,35,3,1.5,1,0,0,0,0,0,0
639,36,32,2,0.2,3,0,0,0,0,1,1
640,18,85,1,3.7,3,327,0,1,0,1,0
641,10,139,2,7.8,1,0,0,0,0,0,0
642,24,103,1,0.3,1,0,0,0,0,1,0
643,21,152,2,1.4,1,0,0,0,0,1,0
644,27,33,2,2.0,2,0,0,0,0,1,0
645,9,84,4,2.2,2,322,0,0,0,0,0
646,33,61,4,1.7,1,0,0,0,0,0,0
647,38,64,4,2.2,1,123,0,1,1,1,1
648,25,34,1,1.3,2,0,0,0,0,1,0
649,2,82,4,2.1,3,0,0,0,0,1,0
650,22,122,1,5.1,3,163,1,1,0,0,0
651,4,58,3,1.5,1,131,0,0,0,0,0
652,9,92,1,2.8,1,0,0,0,0,1,0
653,23,78,2,2.4,2,205,0,0,0,0,1
654,29,129,4,4.2,3,0,1,0,0,0,0
655,25,13,2,0.7,3,0,0,0,0,0,0
656,11,81,1,2.8,3,145,0,0,0,0,0
657,8,23,1,0.6666666666666666,3,0,0,0,0,0,0
658,26,35,3,0.9,3,0,0,0,0,0,0
659,39,79,4,1.7,2,0,0,0,0,1,1
660,14,165,2,3.3,1,0,0,0,0,1,0
661,38,52,2,2.8,1,0,0,0,0,1,0
662,41,185,3,2.0,2,0,1,0,0,0,0
663,20,49,3,2.2,2,0,0,0,0,0,0
664,30,64,1,1.8,3,227,0,0,0,0,1
665,24,61,4,2.0,3,0,0,1,0,1,0
666,26,112,1,2.4,1,0,0,1,1,1,1
667,39,72,3,2.0,3,190,0,1,0,1,0
668,41,18,3,0.5,1,0,0,0,0,0,0
669,29,41,4,2.5,2,0,0,0,0,0,0
670,0,61,4,2.6,1,239,0,0,0,1,0
671,41,105,1,3.0,2,282,1,1,1,1,0
672,27,23,1,0.2,1,0,0,0,0,1,0
673,10,22,1,0.5,3,85,0,0,0,0,0
674,23,59,3,2.1,1,0,0,0,0,0,0
675,2,33,1,2.0,2,160,0,0,0,0,0
676,23,11,1,0.9,3,103,0,0,0,0,1
677,21,204,2,2.8,1,0,0,0,0,1,0
678,27,61,4,1.8,3,207,0,0,0,0,0
679,31,103,3,1.8,2,364,0,0,0,0,0
680,36,51,3,1.5,1,0,0,0,0,0,1
681,9,164,1,6.0,3,0,1,0,0,1,0
682,34,12,1,0.1,2,0,0,0,0,0,1
683,16,82,1,3.6,2,0,0,0,0,0,0
684,17,164,1,2.4,1,449,0,0,0,1,0
685,8,48,2,1.6666666666666667,2,0,0,0,0,1,0
686,1,38,4,0.6,2,0,0,0,0,1,0
687,22,65,2,1.5,2,0,0,0,0,1,0
688,20,71,4,1.9,1,207,0,0,0,1,0
689,30,18,1,0.3,1,0,0,1,1,1,0
690,34,52,2,1.6,3,75,0,0,0,1,0
691,18,48,3,2.5,2,113,0,0,0,1,1
692,2,30,1,1.0,3,111,0,0,0,0,0
693,15,40,2,2.2,3,107,0,0,0,1,0
694,7,112,1,3.8,1,81,0,0,0,1,0
695,4,115,1,1.9,1,0,0,0,0,0,0
696,27,63,2,1.0,3,82,0,0,0,1,0
697,17,85,1,3.7,3,0,0,0,0,1,0
698,38,59,1,2.5,3,220,0,0,0,0,0
699,20,68,1,0.8,3,91,0,0,0,0,0
700,11,84,2,1.8,1,0,0,0,0,1,1
701,19,62,3,0.8,3,0,0,0,0,0,1
702,9,109,3,4.0,1,0,1,0,0,0,0
703,17,141,2,7.6,1,92,0,0,0,0,0
704,32,129,1,7.4,1,0,0,0,0,0,0
705,36,30,3,0.7,2,0,0,0,0,1,0
706,34,148,1,4.7,1,0,0,0,0,1,0
707,20,25,3,0.6666666666666666,2,0,0,0,0,1,1
708,10,21,3,1.3,1,115,0,0,0,0,0
709,4,72,4,2.2,1,0,0,0,0,1,0
710,17,59,3,0.9,3,87,0,0,0,1,1
711,37,83,3,1.8,2,187,0,1,0,0,0
712,16,10,2,0.3,2,0,0,0,0,1,0
713,9,84,3,0.6,2,0,0,0,0,1,0
714,23,98,3,2.0,2,0,0,0,0,0,0
715,23,32,1,1.0,1,0,0,1,1,1,1
716,5,31,4,0.4,2,161,0,0,0,1,1
717,34,94,3,0.5,1,0,0,0,0,0,1
718,31,21,2,0.2,3,137,0,0,1,1,1
719,35,110,3,4.4,1,0,0,1,0,1,0
720,32,38,1,2.2,3,0,0,0,0,0,0
721,24,39,1,1.4,3,0,0,0,0,1,0
722,21,132,3,1.2,2,0,1,0,1,1,1
723,24,61,4,2.6,1,0,0,0,0,1,0
724,38,92,1,2.0,1,0,0,0,0,1,0
725,15,119,2,6.1,1,0,0,0,0,0,0
726,33,53,4,2.1,1,0,0,0,0,1,0
727,37,18,3,1.3,2,0,0,0,0,1,0
728,20,114,2,4.4,2,0,1,0,0,0,0
729,28,90,1,3.0,3,0,0,0,0,0,1
730,18,140,1,7.0,1,205,0,0,0,1,0
731,3,90,2,3.3,1,0,0,0,0,1,1
732,1,85,1,1.9,1,0,0,0,0,1,0
733,24,80,1,1.2,1,0,0,0,0,1,0
734,42,53,2,1.1,1,0,0,0,0,1,1
735,7,49,4,2.2,2,0,0,0,0,1,0
736,35,152,3,3.3,3,0,1,0,0,1,0
737,37,138,2,2.8,2,0,1,0,0,1,0
738,10,80,4,2.2,2,0,0,0,0,1,0
739,23,82,2,2.4,2,0,0,0,0,0,0
740,27,195,1,8.1,1,0,0,0,0,0,0
741,37,22,1,1.2,3,0,0,0,0,1,0
742,6,81,1,2.5,1,0,0,0,0,1,0
743,37,40,4,2.2,1,0,0,1,1,1,1
744,20,154,2,2.8,1,0,0,1,0,1,0
745,4,49,3,1.1,2,0,0,0,0,0,1
746,37,85,4,3.4,2,0,0,0,0,1,0
747,32,21,3,0.1,2,0,0,1,1,1,0
748,17,14,1,1.0,1,0,0,0,0,0,0
749,34,60,4,1.6,2,0,0,0,0,0,1
750,5,138,2,4.333333333333333,1,0,0,0,0,1,0
751,28,98,1,1.3,3,355,0,0,0,1,0
752,39,22,4,0.6,2,0,0,0,0,0,0
753,23,49,1,1.2,2,0,0,0,0,1,1
754,14,102,2,1.9,1,0,0,0,1,1,1
755,30,45,4,0.7,2,0,0,0,0,0,1
756,31,82,4,1.3,3,0,0,0,0,1,0
757,28,81,3,1.8,2,0,0,1,0,0,0
758,39,35,1,1.5,2,0,0,1,0,0,0
759,28,59,2,1.9,2,0,0,0,0,1,0
760,3,52,3,1.1,2,0,0,0,0,1,0
761,24,84,3,0.7,1,166,0,0,0,1,0
762,6,85,1,2.7,2,100,0,0,0,1,0
763,28,65,1,0.2,1,0,0,0,0,0,1
764,13,89,2,1.7,2,314,0,0,0,0,1
765,21,109,4,1.8,1,0,1,0,0,0,0
766,12,81,1,2.8,1,0,0,0,0,0,0
767,39,38,1,1.1,3,108,0,0,0,0,0
768,19,72,2,1.7,1,0,0,0,0,1,0
769,6,78,4,2.0,2,119,0,1,0,1,0
770,2,172,2,6.9,2,0,1,0,0,1,0
771,18,71,3,2.3333333333333335,1,106,0,1,0,1,0
772,28,165,1,4.1,3,0,1,0,1,1,1
773,16,120,2,3.9,1,0,0,0,0,1,1
774,29,39,1,0.2,1,0,0,0,0,0,1
775,39,23,3,0.7,2,0,0,0,0,0,1
776,26,135,2,4.6,3,91,1,0,0,1,0
777,31,12,2,0.2,1,76,0,0,0,1,1
778,36,92,2,0.7,2,0,0,0,0,1,0
779,28,192,2,6.4,3,0,1,0,0,0,0
780,7,42,4,0.8,1,0,0,0,0,1,1
781,32,158,3,3.7,3,0,1,0,0,1,0
782,30,194,3,6.0,3,587,1,1,1,1,1
783,20,160,2,7.6,1,0,0,1,0,0,0
784,22,98,2,6.3,1,0,0,0,0,0,0
785,22,164,2,7.6,1,0,0,0,1,1,1
786,21,42,2,2.5,1,0,0,1,0,1,0
787,15,202,3,10.0,3,0,1,0,0,0,0
788,34,10,4,0.7,1,0,0,0,0,0,0
789,3,31,4,0.3,2,0,0,0,0,1,0
790,30,58,4,0.9,1,0,0,0,0,1,1
791,29,65,4,2.8,2,0,0,0,0,1,0
792,16,98,1,4.0,3,0,0,0,0,0,1
793,1,150,2,2.0,1,0,0,0,0,1,0
794,29,44,2,2.3,3,0,0,0,0,1,0
795,32,15,2,0.2,3,0,0,0,0,0,1
796,6,82,2,2.5,1,0,0,0,0,0,0
797,17,61,3,0.5,3,0,0,0,0,1,0
798,2,38,1,2.0,2,0,0,0,0,0,0
799,3,39,4,2.1,3,0,0,0,0,1,0
800,7,173,1,6.0,1,0,0,0,0,1,0
801,23,8,4,0.2,1,0,0,0,0,1,0
802,12,51,3,2.0,1,214,0,0,0,1,0
803,27,62,4,1.8,3,82,0,0,0,0,0
804,28,34,4,0.7,2,0,0,0,0,1,0
805,29,132,3,5.9,2,307,1,0,0,0,0
806,27,44,4,1.5,3,0,0,0,0,0,0
807,27,162,1,8.1,1,0,0,0,0,1,0
808,39,64,3,2.2,1,0,0,0,0,1,0
809,29,111,1,0.1,3,0,0,0,0,0,1
810,6,41,2,2.0,3,0,0,0,0,0,0
811,33,52,4,1.6666666666666667,3,0,0,0,0,0,0
812,10,65,4,2.2,2,0,0,0,0,0,0
813,25,130,1,1.1,2,0,1,0,0,1,0
814,8,45,2,0.1,1,0,0,0,0,0,1
815,38,35,1,1.9,2,118,0,0,0,0,0
816,23,65,3,0.7,2,263,0,0,0,1,1
817,15,38,2,0.7,1,91,0,0,0,1,0
818,27,42,4,1.1,2,0,0,0,0,1,1
819,30,45,4,1.5,3,0,0,0,0,0,0
820,25,145,1,0.3,1,0,0,0,0,1,0
821,13,33,4,1.5,3,0,0,0,0,0,0
822,35,60,3,1.4,3,0,0,0,0,0,0
823,9,45,1,2.0,1,0,0,0,0,1,1
824,15,72,4,2.4,1,0,0,1,0,1,0
825,11,34,3,0.2,2,0,0,0,0,0,0
826,21,23,3,0.6666666666666666,2,0,0,0,0,1,0
827,37,45,2,1.0,3,88,0,0,0,1,1
828,9,28,4,1.0,1,75,0,0,0,1,0
829,30,81,4,3.8,2,0,0,0,0,1,0
830,5,72,3,0.7,2,81,0,0,0,0,0
831,31,49,4,1.6666666666666667,3,0,0,0,0,1,0
832,10,31,4,1.2,2,0,0,0,0,0,0
833,35,63,3,2.2,3,0,0,0,0,0,0
834,12,150,4,5.4,1,0,1,1,1,1,0
835,33,142,2,3.9,1,193,0,0,0,1,1
836,17,74,3,3.0,1,0,0,0,0,0,1
837,4,24,1,0.4,2,81,0,0,0,1,0
838,20,29,4,1.9,3,0,0,0,0,0,0
839,15,79,4,2.4,1,0,0,0,0,0,0
840,3,94,2,0.2,1,310,0,0,0,0,1
841,33,121,1,4.3,1,0,0,1,0,0,0
842,10,54,3,2.0,1,0,0,0,0,0,0
843,39,73,3,2.4,1,0,0,0,0,1,0
844,23,71,1,0.8,3,127,0,0,0,1,0
845,17,29,3,1.0,2,0,0,0,0,1,1
846,27,93,1,2.7,1,0,0,0,0,1,0
847,14,73,1,1.5,3,252,0,0,0,1,0
848,32,19,4,0.9,2,0,0,0,0,1,0
849,8,58,2,0.1,1,0,0,1,1,1,1
850,20,39,1,0.2,1,0,0,0,0,0,0
851,16,23,2,1.4,2,0,0,1,0,1,0
852,7,29,1,0.6,3,127,0,0,0,0,1
853,2,155,1,0.8,1,0,0,0,0,0,0
854,28,90,1,2.6,2,0,0,1,0,1,0
855,33,113,2,2.0,1,77,0,0,0,1,0
856,38,42,1,1.8,3,0,0,0,0,0,0
857,25,30,4,0.2,1,0,0,0,1,1,1
858,19,19,3,0.5,2,0,0,0,0,1,0
859,37,124,3,5.0,2,170,1,0,0,0,0
860,31,30,2,0.7,2,145,0,0,0,0,0
861,30,28,1,1.5,3,124,0,1,0,1,0
862,23,15,2,1.0,2,101,0,0,0,0,0
863,30,70,1,1.6,3,265,0,0,0,0,0
864,2,10,1,0.1,2,0,0,0,0,1,0
865,34,22,3,0.3,3,139,0,0,0,1,1
866,20,70,4,1.9,1,0,0,0,0,1,0
867,35,61,1,1.6,1,0,0,0,0,0,0
868,15,161,2,3.3,1,0,0,1,0,0,1
869,30,29,2,0.8,1,0,0,0,0,0,1
870,19,35,3,0.5,1,0,0,0,0,1,0
871,28,48,4,2.8,2,0,0,0,0,1,0
872,7,44,4,0.8,1,0,0,0,0,1,0
873,0,88,3,0.8,1,134,0,0,0,0,0
874,4,40,4,2.1,3,0,0,0,0,1,1
875,36,21,4,0.4,2,123,0,0,0,0,0
876,14,58,2,2.8,1,0,0,0,0,1,0
877,11,59,4,0.1,2,0,0,0,0,0,0
878,3,74,4,4.0,3,0,0,0,0,0,0
879,37,84,4,1.9,2,0,0,0,0,1,0
880,31,58,1,0.2,1,177,0,0,0,1,0
881,19,154,2,8.8,1,0,0,0,0,1,0
882,25,185,1,1.7,1,0,0,0,0,0,0
883,26,78,1,1.2,1,305,0,0,0,1,0
884,13,55,2,1.1,2,0,0,0,0,1,0
885,5,30,4,0.3,2,0,0,0,0,1,0
886,29,74,3,2.0,2,0,0,0,0,0,0
887,16,118,2,3.3,1,0,0,0,0,1,0
888,33,182,2,3.3,3,372,1,0,0,0,0
889,1,82,2,1.6,3,0,0,0,0,1,1
890,29,29,4,1.5,3,79,0,0,0,1,0
891,6,120,4,5.4,1,301,1,0,1,1,1
892,12,53,2,2.4,2,0,0,0,0,1,0
893,32,43,3,1.4,1,0,0,0,0,0,1
894,4,59,4,2.2,1,232,0,0,0,1,1
895,17,84,4,2.6,3,289,0,1,1,1,1
896,24,161,3,3.4,1,212,1,0,0,1,0
897,37,21,4,0.4,2,137,0,0,0,1,1
898,32,63,4,0.7,1,0,0,0,0,1,0
899,3,172,3,3.4,2,0,1,0,0,0,1
900,4,51,4,0.2,1,172,0,0,0,0,1
901,33,24,4,0.7,1,0,0,0,0,1,0
902,33,95,2,1.6,1,0,0,0,0,0,0
903,18,59,1,2.4,1,250,0,0,0,1,0
904,2,51,4,1.8,2,0,0,1,0,0,0
905,22,28,1,1.0,1,84,0,0,0,1,1
906,3,154,2,2.0,1,130,0,0,0,0,0
907,40,15,2,0.3,3,115,0,0,0,1,1
908,36,55,4,1.6666666666666667,3,0,0,0,0,0,1
909,0,149,1,6.333333333333333,1,305,0,0,0,0,1
910,36,79,1,1.8,3,0,0,0,0,0,1
911,21,68,4,2.6,3,0,0,0,0,0,0
912,10,78,1,2.6,2,0,0,0,0,1,0
913,32,34,2,2.0,2,0,0,1,0,0,0
914,41,195,3,0.4,1,0,1,1,1,0,1
915,28,184,1,8.1,1,303,0,0,0,1,0
916,20,85,2,3.2,1,0,0,0,0,1,0
917,20,200,2,8.8,1,0,0,0,0,1,1
918,16,64,3,0.5,3,0,0,0,0,0,0
919,27,88,1,2.6,2,0,0,1,0,0,1
920,1,42,3,2.4,2,0,0,0,0,0,0
921,5,91,3,1.6,1,126,0,0,0,1,1
922,6,38,1,0.3,1,0,0,1,1,1,0
923,30,28,1,1.5,2,0,0,0,0,0,0
924,30,32,4,0.1,3,0,0,1,0,0,0
925,18,31,1,0.3,3,0,0,0,0,0,1
926,9,22,4,0.4,2,103,0,0,0,1,0
927,40,95,3,3.7,2,138,1,0,0,0,1
928,10,74,4,1.3,1,0,0,0,0,1,0
929,30,22,1,1.5,2,91,0,0,0,0,1
930,4,43,3,0.1,2,0,0,0,0,1,0
931,3,43,1,1.0,3,0,0,0,0,1,0
932,27,112,3,1.8,2,0,0,1,1,1,1
933,23,9,2,1.0,2,0,0,0,0,1,0
934,33,81,2,0.0,3,0,0,0,0,1,0
935,20,131,1,5.7,1,256,0,0,0,0,1
936,32,19,1,1.5,3,0,0,1,0,0,0
937,13,62,3,0.7,2,0,0,1,0,1,0
938,37,19,4,0.4,2,124,0,1,0,0,0
939,32,8,2,0.3,1,0,0,0,0,1,1
940,36,193,1,4.7,3,203,1,0,0,1,0
941,13,129,4,4.4,1,140,1,0,0,0,0
942,29,30,4,0.7,2,0,0,0,0,0,1
943,4,80,4,1.8,2,0,0,0,0,0,0
944,15,22,4,1.5,3,0,0,0,0,0,1
945,32,33,1,1.5,2,0,0,0,0,1,0
946,11,64,4,2.1,3,0,0,0,0,0,0
947,29,60,3,2.2,3,84,0,0,0,1,0
948,4,81,1,2.9,3,259,0,0,0,1,1
949,16,45,3,0.6,2,204,0,0,0,1,0
950,6,112,4,1.8,2,0,0,0,0,1,0
951,34,83,2,3.4,3,0,1,0,0,1,0
952,20,180,2,7.6,1,524,0,0,0,0,1
953,26,28,4,0.2,2,0,0,1,0,1,0
954,12,169,2,5.2,3,249,1,0,0,1,0
955,35,14,4,0.7,1,0,0,0,0,1,0
956,11,43,1,2.0,1,0,0,0,0,1,0
957,32,88,2,0.3,1,0,0,0,0,1,0
958,29,78,4,2.6,3,0,0,0,0,0,1
959,24,68,1,0.2,2,163,0,0,0,0,0
960,22,144,2,3.3,1,0,0,0,0,1,1
961,9,30,4,1.0,1,163,0,0,0,1,0
962,21,120,1,0.0,1,135,0,0,0,0,0
963,14,24,2,0.3,2,0,0,0,0,0,0
964,1,78,4,2.3,3,157,0,1,0,1,0
965,36,135,2,5.2,2,0,1,0,0,1,0
966,32,44,2,1.6,3,0,0,0,0,0,0
967,30,73,4,3.8,2,0,0,0,0,1,0
968,31,90,1,2.7,2,0,0,0,0,1,1
969,15,58,3,0.5,3,0,0,0,0,1,0
970,32,75,2,3.7,1,236,0,0,0,1,0
971,19,174,3,1.7,3,231,1,0,1,1,1
972,16,50,2,1.7,1,174,0,0,0,0,0
973,18,85,1,4.0,3,287,0,0,0,1,0
974,38,54,3,2.2,1,0,0,0,0,1,0
975,38,83,2,3.4,1,0,1,0,0,0,0
976,30,24,4,0.2,1,0,0,1,0,0,0
977,30,45,4,1.1,2,205,0,0,0,1,0
978,26,68,1,0.8,3,0,0,0,0,1,1
979,26,48,4,0.1,3,0,0,0,0,0,1
980,13,114,1,1.0,3,0,0,0,0,1,1
981,12,142,3,2.3,2,0,1,0,1,1,1
982,33,52,3,0.5,2,0,0,0,0,0,1
983,22,142,2,3.3,1,0,0,0,0,0,0
984,25,15,1,0.4,3,0,0,0,0,0,0
985,22,118,1,4.7,1,159,0,0,0,0,1
986,27,101,4,4.9,1,0,0,0,0,1,0
987,36,84,2,2.8,1,0,0,0,0,1,0
988,39,32,1,1.9,2,100,0,0,0,0,0
989,16,64,3,0.5,3,247,0,0,0,0,0
990,10,81,4,3.4,1,0,0,0,0,1,0
991,14,28,4,1.5,3,0,0,0,0,0,1
992,9,93,1,0.0,1,0,0,0,0,1,0
993,15,185,1,3.6,2,0,1,0,0,0,0
994,8,42,1,1.8,2,0,0,0,0,0,0
995,3,45,2,1.6,3,0,0,0,0,1,1
996,6,49,2,1.6666666666666667,2,214,0,0,0,0,0
997,20,69,3,2.1,1,0,0,0,0,0,0
998,27,94,1,2.8,2,333,0,0,0,1,0
999,35,18,1,1.5,2,0,0,0,0,1,1
1000,35,8,4,0.7,1,91,0,1,0,0,0
1001,32,55,4,2.1,1,108,0,0,0,1,0
1002,20,85,2,0.4,3,0,0,0,0,0,0
1003,1,62,4,0.0,1,229,0,0,0,1,0
1004,23,65,4,2.0,3,0,0,0,0,1,0
1005,12,138,2,0.0,1,0,0,1,0,1,0
1006,38,103,1,2.5,1,0,0,0,0,1,0
1007,19,99,3,3.5,3,357,1,0,0,0,0
1008,24,152,1,7.3,1,0,0,0,0,1,0
1009,3,25,2,0.9,3,140,0,0,0,1,0
1010,3,98,2,2.5,1,361,0,1,1,1,1
1011,27,39,2,0.7,2,166,0,0,0,1,0
1012,25,40,1,1.3,2,0,0,0,0,1,1
1013,13,58,3,2.1,1,169,0,0,0,1,0
1014,26,192,2,1.8,3,301,1,0,1,1,1
1015,34,62,1,0.8,2,0,0,0,0,0,0
1016,5,69,1,0.8,2,0,0,1,0,1,0
1017,5,40,4,1.3,3,170,0,0,0,0,0
1018,15,61,2,0.6,3,127,0,0,0,0,0
1019,3,30,4,0.3,2,157,0,0,0,0,0
1020,29,29,1,1.5,2,97,0,0,0,1,0
1021,8,41,2,1.0,2,0,0,0,0,1,1
1022,3,118,1,3.3,2,0,1,0,0,1,0
1023,20,109,1,7.0,1,366,0,0,0,1,0
1024,33,122,4,0.2,2,0,1,0,1,1,0
1025,37,50,3,1.5,1,169,0,0,0,1,0
1026,4,43,3,0.1,2,0,0,0,0,1,0
1027,7,108,1,4.6,1,0,0,1,0,0,0
1028,4,110,4,2.5,3,0,1,0,0,0,0
1029,17,20,1,1.4,3,0,0,0,0,1,0
1030,35,112,4,1.7,3,0,0,0,0,0,1
1031,32,25,1,0.1,2,136,0,0,0,1,0
1032,12,42,3,0.7,2,0,0,0,0,1,1
1033,34,29,2,0.3,1,0,0,0,0,1,0
1034,23,84,3,2.1,1,134,0,1,0,1,0
1035,17,81,4,2.6,3,0,0,1,0,1,0
1036,28,55,4,0.9,1,119,0,0,0,1,1
1037,11,40,1,2.4,2,0,0,1,0,1,0
1038,30,145,4,5.7,2,0,1,0,1,1,1
1039,16,175,2,1.1,3,0,1,0,0,1,0
1040,6,78,4,1.8,3,163,0,0,0,0,0
1041,32,51,4,1.5,1,0,0,0,0,0,0
1042,34,50,4,1.6666666666666667,3,0,0,0,0,1,0
1043,27,21,3,0.4,1,0,0,0,0,1,0
1044,24,79,1,0.2,2,83,0,0,0,1,1
1045,18,84,1,4.0,3,0,0,0,0,0,0
1046,26,34,4,0.4,2,0,0,0,0,0,0
1047,31,73,4,1.6,2,0,0,0,0,0,0
1048,37,90,3,0.5,1,0,0,0,0,1,0
1049,10,23,4,0.2,3,0,0,0,0,1,0
1050,27,145,2,6.1,3,294,1,0,1,1,1
1051,7,54,4,0.2,1,141,0,1,0,0,0
1052,17,49,3,2.2,2,103,0,0,0,1,1
1053,32,51,1,2.8,2,0,0,0,0,1,0
1054,38,8,4,0.6,2,0,0,0,0,1,0
1055,6,62,1,1.0,1,0,0,1,0,1,0
1056,6,25,1,0.6666666666666666,3,0,0,0,0,1,0
1057,0,63,2,1.75,3,0,0,0,0,1,0
1058,34,24,2,0.2,3,86,0,0,0,1,0
1059,2,11,1,0.1,2,0,0,0,0,1,1
1060,34,23,1,0.1,1,0,0,0,0,0,1
1061,22,33,1,1.4,3,0,0,0,0,1,0
